llm,config,test,system,serv_a,serv_b,serv_cons,serv_final,inter_a,inter_b,inter_cons,inter_final,serv_precision,serv_recall,inter_precision,inter_recall,yaml_valid,yaml_valid_raw,total_tokens,duration_ms,total_calls,prompt_tokens,completion_tokens,execution_id
Claude,C2,1,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,37861,43079.175,5,35755,2106,20260916_235622_548369
Claude,C2,1,PetClinic,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,33690,25940.204,5,32436,1254,20260916_235707_633926
Claude,C2,1,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7879,0.6769,0.7879,0.7879,1.0,0.8571,0.8387,0.7429,1,0,34989,35769.22,5,33001,1988,20260916_235735_801527
Claude,C2,2,7ep,1.0,0.8235,1.0,1.0,1.0,0.8696,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38083,52408.111,5,35572,2511,20260917_000358_257329
Claude,C2,2,AcmeAir,1.0,0.9231,1.0,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,1.0,0,0,37885,62618.046,5,35007,2878,20260917_000453_527786
Claude,C2,2,Cargo-Tracker,0.6154,0.5,0.6154,0.6154,0.3478,0.5517,0.3478,0.3478,0.5714,0.6667,0.3333,0.3636,1,0,41672,64363.36,5,37998,3674,20260917_000558_646198
Claude,C2,2,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8182,0.8,0.8182,0.8182,0.8571,1.0,0.9,0.75,0,0,41508,62163.554,5,38132,3376,20260917_000704_833284
Claude,C2,2,Jokul,0.8571,1.0,1.0,1.0,0.75,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,1,0,38718,50555.693,5,36191,2527,20260917_000900_185864
Claude,C2,2,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,33810,27703.404,5,32456,1354,20260917_000952_753255
Claude,C2,2,PetClinic,1.0,1.0,1.0,1.0,0.8571,1.0,0.8571,0.8571,1.0,1.0,0.75,1.0,1,0,35203,38561.0,5,33200,2003,20260917_001022_082331
Claude,C2,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7692,0.7813,0.7692,0.7692,1.0,0.8571,0.8333,0.7143,1,0,,,,,,
Claude,C2,3,7ep,1.0,0.6364,1.0,1.0,1.0,0.9091,1.0,1.0,1.0,1.0,1.0,1.0,1,0,38083,52408.111,5,35572,2511,20260917_000358_257329
Claude,C2,3,AcmeAir,1.0,0.8571,1.0,1.0,1.0,0.8889,1.0,1.0,1.0,1.0,1.0,1.0,0,0,37885,62618.046,5,35007,2878,20260917_000453_527786
Claude,C2,3,Cargo-Tracker,0.6154,0.4706,0.6154,0.6154,0.3478,0.2963,0.3478,0.3478,0.5714,0.6667,0.3333,0.3636,1,0,41672,64363.36,5,37998,3674,20260917_000558_646198
Claude,C2,3,DayTrader7,0.9231,0.8,0.9231,0.9231,0.8696,0.7692,0.8696,0.8696,0.8571,1.0,0.9091,0.8333,0,0,41508,62163.554,5,38132,3376,20260917_000704_833284
Claude,C2,3,Jokul,0.8571,1.0,1.0,1.0,0.75,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,0,0,36768,49223.034,5,34482,2286,20260917_000808_881427
Claude,C2,3,JPetStore,1.0,0.9231,1.0,1.0,0.9412,0.8421,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,38718,50555.693,5,36191,2527,20260917_000900_185864
Claude,C2,3,PetClinic,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,33810,27703.404,5,32456,1354,20260917_000952_753255
Claude,C2,3,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7692,0.6769,0.7692,0.7692,1.0,0.8571,0.8333,0.7143,1,0,35203,38561.0,5,33200,2003,20260917_001022_082331
Claude,C3,1,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,6117,19113.221,2,5339,778,20260919_002149_858658
Claude,C3,1,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5756,13207.91,2,4971,785,20260919_002211_165797
Claude,C3,1,Cargo-Tracker,0.6154,,,0.6154,0.3636,,,0.3636,0.5714,0.6667,0.3636,0.3636,1,0,6741,31582.428,2,5625,1116,20260919_002226_721323
Claude,C3,1,DayTrader7,0.9231,,,0.9231,0.8333,,,0.8333,0.8571,1.0,0.8333,0.8333,1,0,6576,25676.926,2,5735,841,20260919_002300_225124
Claude,C3,1,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5451,14170.775,2,5013,438,20260919_002328_017041
Claude,C3,1,JPetStore,1.0,,,1.0,0.875,,,0.875,1.0,1.0,1.0,0.7778,1,0,6436,25137.032,2,5656,780,20260919_002344_285942
Claude,C3,1,PetClinic,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,4955,11877.515,2,4421,534,20260919_002411_088656
Claude,C3,1,TNTConcept,0.9231,,,0.9231,0.7879,,,0.7879,1.0,0.8571,0.8387,0.7429,1,0,5494,19340.211,2,4310,1184,20260919_002424_943213
Claude,C3,2,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,6063,20811.192,2,5321,742,20260919_002638_418100
Claude,C3,2,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5725,17080.781,2,4959,766,20260919_002701_845264
Claude,C3,2,Cargo-Tracker,0.6154,,,0.6154,0.3636,,,0.3636,0.5714,0.6667,0.3636,0.3636,1,0,6741,31936.106,2,5625,1116,20260919_002722_660161
Claude,C3,2,DayTrader7,0.9231,,,0.9231,0.8696,,,0.8696,0.8571,1.0,0.9091,0.8333,1,0,6603,26269.797,2,5744,859,20260919_002757_213909
Claude,C3,2,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5447,10953.796,2,5013,434,20260919_002825_729173
Claude,C3,2,JPetStore,1.0,,,1.0,0.9412,,,0.9412,1.0,1.0,1.0,0.8889,1,0,6474,24807.846,2,5666,808,20260919_002839_938780
Claude,C3,2,PetClinic,0.8889,,,0.8889,0.6,,,0.6,0.8,1.0,0.4286,1.0,1,0,5057,15198.11,2,4453,604,20260919_002908_209786
Claude,C3,2,TNTConcept,0.9231,,,0.9231,0.7813,,,0.7813,1.0,0.8571,0.8621,0.7143,1,0,5299,15702.201,2,4245,1054,20260919_002925_746327
Claude,C3,3,7ep,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,1,0,6063,18701.874,2,5321,742,20260919_003327_984877
Claude,C3,3,AcmeAir,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5725,16708.935,2,4959,766,20260919_003348_813527
Claude,C3,3,Cargo-Tracker,0.6154,,,0.6154,0.3636,,,0.3636,0.5714,0.6667,0.3636,0.3636,1,0,6768,32998.934,2,5634,1134,20260919_003408_891194
Claude,C3,3,DayTrader7,0.9231,,,0.9231,0.8333,,,0.8333,0.8571,1.0,0.8333,0.8333,1,0,6606,26570.395,2,5745,861,20260919_003444_933432
Claude,C3,3,Jokul,1.0,,,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0,0,5424,12462.968,2,5004,420,20260919_003514_190777
Claude,C3,3,JPetStore,1.0,,,1.0,0.875,,,0.875,1.0,1.0,1.0,0.7778,1,0,6475,17893.702,2,5669,806,20260919_003529_440242
Claude,C3,3,PetClinic,0.8889,,,0.8889,0.6,,,0.6,0.8,1.0,0.4286,1.0,1,0,5105,14351.256,2,4471,634,20260919_003550_005918
Claude,C3,3,TNTConcept,0.9231,,,0.9231,0.7692,,,0.7692,1.0,0.8571,0.8333,0.7143,1,0,5560,20754.409,2,4332,1228,20260919_003606_526298
Claude,C4,1,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,25842,81712.332,7,23325,2517,20260923_201116_632460
Claude,C4,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,25572,59183.13,7,23143,2429,20260923_201813_230526
Claude,C4,1,Cargo-Tracker,0.6154,0.6154,0.6154,0.6154,0.3636,0.2857,0.3636,0.3636,0.5714,0.6667,0.3636,0.3636,1,0,23669,44505.467,7,21542,2127,20260923_201914_745361
Claude,C4,1,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8333,0.8696,0.8333,0.8333,0.8571,1.0,0.8333,0.8333,1,0,28809,79141.099,7,25399,3410,20260923_202001_531619
Claude,C4,1,Jokul,0.8571,1.0,0.8571,0.8571,0.75,0.6667,0.75,0.75,0.75,1.0,0.6,1.0,0,0,22744,49108.814,6,20242,2502,20260923_202122_587803
Claude,C4,1,JPetStore,1.0,1.0,1.0,1.0,0.9412,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0,23377,49022.311,7,21537,1840,20260923_202213_811281
Claude,C4,1,PetClinic,1.0,0.8889,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1.0,1,0,26977,53042.367,7,24422,2555,20260923_202312_161635
Claude,C4,1,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.8,0.7692,0.8,0.8,1.0,0.8571,0.8667,0.7429,1,0,21841,47802.544,7,19667,2174,20260923_202415_066004
Claude,C4,2,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,25855,67538.374,7,23295,2560,20260923_203006_446980
Claude,C4,2,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,23693,44289.59,7,21506,2187,20260923_203117_002705
Claude,C4,2,Cargo-Tracker,0.6154,0.7692,0.7692,0.7692,0.3636,0.5,0.5,0.5,0.7143,0.8333,0.5556,0.4545,1,0,28161,65765.335,7,24865,3296,20260923_203205_073469
Claude,C4,2,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.8696,0.8696,0.8696,0.8696,0.8571,1.0,0.9091,0.8333,1,0,27242,60698.633,7,24709,2533,20260923_203312_770264
Claude,C4,2,Jokul,0.8571,1.0,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,22803,35785.999,7,21271,1532,20260923_203416_082971
Claude,C4,2,JPetStore,1.0,0.9231,1.0,1.0,0.875,0.8421,0.875,0.875,1.0,1.0,1.0,0.7778,1,0,26468,62163.208,7,24165,2303,20260923_203454_734018
Claude,C4,2,PetClinic,0.8889,1.0,0.8889,0.8889,0.6,1.0,0.6,0.6,0.8,1.0,0.4286,1.0,1,0,21255,42950.413,7,19428,1827,20260923_203601_122573
Claude,C4,2,TNTConcept,0.9231,0.9231,0.9231,0.9231,0.7813,0.7813,0.7813,0.7813,1.0,0.8571,0.8621,0.7143,1,0,23683,54071.247,7,20479,3204,20260923_203646_754009
Claude,C4,3,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,25802,61295.189,7,23286,2516,20260923_204021_670087
Claude,C4,3,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,23715,52696.576,7,21513,2202,20260923_204124_908113
Claude,C4,3,Cargo-Tracker,0.6154,0.6154,0.6154,0.6154,0.381,0.3636,0.381,0.381,0.5714,0.6667,0.4,0.3636,1,0,28956,83011.862,7,25459,3497,20260923_204220_685908
Claude,C4,3,DayTrader7,0.9231,0.9231,0.9231,0.9231,0.6667,0.8696,0.6667,0.6667,0.8571,1.0,0.7778,0.5833,1,0,26794,58607.356,7,24422,2372,20260923_204346_828415
Claude,C4,3,Jokul,,,,,,,,,,,,,1,1,0,3398.814,6,0,0,20260923_204447_683725
Claude,C4,3,JPetStore,,,,,,,,,,,,,1,1,0,3874.526,6,0,0,20260923_204453_840210
Claude,C4,3,PetClinic,,,,,,,,,,,,,1,1,0,4330.285,6,0,0,20260923_204503_342556
Claude,C4,3,TNTConcept,,,,,,,,,,,,,1,1,0,2897.233,6,0,0,20260923_204510_706519
