llm,config,execution,system,f1_serv,f1_inter,serv_a,serv_b,serv_cons,inter_a,inter_b,inter_cons,serv_precision,serv_recall,inter_precision,inter_recall,yaml_valid,yaml_valid_raw,total_tokens,duration_ms,total_calls,prompt_tokens,completion_tokens,execution_id
Claude,C1,1,DayTrader7,0.9231,0.8333,0.9231,0.9231,0.9231,0.8333,0.8,0.8333,0.8571,1.0,0.8333,0.8333,1,0.0,41904.0,68892.053,6.0,37886.0,4018.0,20260916_205224_197466
Claude,C1,1,Jokul,0.8571,0.6667,0.8571,0.5,0.8571,0.6667,0.5,0.6667,0.75,1.0,0.5,1.0,0,0.0,42489.0,50069.981,7.0,39937.0,2552.0,20260916_205335_939880
Claude,C1,1,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,43970.0,63944.16,7.0,41085.0,2885.0,20260916_205430_572891
Claude,C1,1,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,38578.0,36404.108,7.0,36661.0,1917.0,20260916_205536_316299
Claude,C1,1,TNTConcept,0.9231,0.7879,0.9231,0.9231,0.9231,0.7879,0.7813,0.7879,1.0,0.8571,0.8387,0.7429,1,0.0,40613.0,48292.962,7.0,37486.0,3127.0,20260916_205614_332075
Claude,C1,2,7ep,1.0,1.0,1.0,0.9333,1.0,1.0,0.9524,1.0,1.0,1.0,1.0,1.0,1,0.0,43767.0,60921.232,7.0,40506.0,3261.0,20260916_210937_728290
Claude,C1,2,AcmeAir,1.0,1.0,1.0,0.8,1.0,1.0,0.8421,1.0,1.0,1.0,1.0,1.0,0,0.0,44518.0,81140.684,7.0,40753.0,3765.0,20260916_211045_160171
Claude,C1,2,Cargo-Tracker,0.6154,0.381,0.6154,0.5333,0.6154,0.381,0.3333,0.381,0.5714,0.6667,0.4,0.3636,1,0.0,48652.0,87511.633,7.0,44018.0,4634.0,20260916_211208_281974
Claude,C1,2,DayTrader7,0.9231,0.8696,0.9231,0.9231,0.9231,0.8696,0.8333,0.8696,0.8571,1.0,0.9091,0.8333,1,0.0,45760.0,88751.376,7.0,42044.0,3716.0,20260916_211338_289459
Claude,C1,2,Jokul,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0,0.0,42237.0,50368.57,7.0,39805.0,2432.0,20260916_211510_114195
Claude,C1,2,JPetStore,1.0,0.875,1.0,1.0,1.0,0.875,0.9412,0.875,1.0,1.0,1.0,0.7778,1,0.0,38907.0,45620.874,6.0,36486.0,2421.0,20260916_211602_710790
Claude,C1,2,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,38553.0,38922.43,7.0,36628.0,1925.0,20260916_211651_033762
Claude,C1,2,TNTConcept,0.9231,0.7879,0.9231,0.9231,0.9231,0.7879,0.7813,0.7879,1.0,0.8571,0.8387,0.7429,1,0.0,40808.0,55648.607,7.0,37613.0,3195.0,20260916_211732_183155
Claude,C1,3,7ep,1.0,1.0,1.0,0.8235,1.0,1.0,0.8333,1.0,1.0,1.0,1.0,1.0,1,0.0,43670.0,54961.508,7.0,40658.0,3012.0,20260916_212915_510308
Claude,C1,3,AcmeAir,1.0,1.0,1.0,0.9231,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,0,0.0,43690.0,80496.577,7.0,40084.0,3606.0,20260916_213012_557247
Claude,C1,3,Cargo-Tracker,0.7692,0.6087,0.6154,0.7692,0.7692,0.381,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0.0,46561.0,71465.11,7.0,42264.0,4297.0,20260916_213135_158954
Claude,C1,3,DayTrader7,0.9231,0.8696,0.9231,0.9231,0.9231,0.8696,0.8,0.8696,0.8571,1.0,0.9091,0.8333,1,0.0,46432.0,93331.697,7.0,42262.0,4170.0,20260916_213251_298747
Claude,C1,3,Jokul,0.8571,0.6667,0.8571,1.0,0.8571,0.6667,1.0,0.6667,0.75,1.0,0.5,1.0,0,0.0,41849.0,58342.312,7.0,39001.0,2848.0,20260916_213426_350737
Claude,C1,3,JPetStore,1.0,0.875,1.0,1.0,1.0,0.875,0.9412,0.875,1.0,1.0,1.0,0.7778,1,0.0,38953.0,46421.166,6.0,36464.0,2489.0,20260916_213526_440334
Claude,C1,3,PetClinic,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,38838.0,39349.141,7.0,36830.0,2008.0,20260916_213614_518694
Claude,C1,3,TNTConcept,0.9231,0.7692,0.9231,0.9231,0.9231,0.7692,0.6769,0.7692,1.0,0.8571,0.8333,0.7143,1,0.0,40364.0,53104.77,7.0,37312.0,3052.0,20260916_213655_726669
Claude,C2,1,7ep,1.0,1.0,1.0,0.6364,1.0,1.0,0.9091,1.0,1.0,1.0,1.0,1.0,1,0.0,38493.0,61318.87,5.0,35759.0,2734.0,20260916_235104_467530
Claude,C2,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,38671.0,68072.628,5.0,35373.0,3298.0,20260916_235207_834498
Claude,C2,1,Cargo-Tracker,0.7692,0.6087,0.6154,0.7692,0.7692,0.3478,0.6087,0.6087,0.7143,0.8333,0.5833,0.6364,1,0.0,40900.0,72756.986,5.0,37371.0,3529.0,20260916_235318_023011
Claude,C2,1,DayTrader7,0.9231,0.8182,0.9231,0.9231,0.9231,0.8182,0.8,0.8182,0.8571,1.0,0.9,0.75,0,0.0,39877.0,59624.555,5.0,36914.0,2963.0,20260916_235432_783688
Claude,C2,1,Jokul,1.0,0.6667,0.8571,1.0,1.0,0.6667,0.6667,0.6667,1.0,1.0,0.6667,0.6667,1,0.0,36835.0,46005.462,5.0,34643.0,2192.0,20260916_235534_466194
Claude,C2,1,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,37861.0,43079.175,5.0,35755.0,2106.0,20260916_235622_548369
Claude,C2,1,PetClinic,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,33690.0,25940.204,5.0,32436.0,1254.0,20260916_235707_633926
Claude,C2,1,TNTConcept,0.9231,0.7879,0.9231,0.9231,0.9231,0.7879,0.6769,0.7879,1.0,0.8571,0.8387,0.7429,1,0.0,34989.0,35769.22,5.0,33001.0,1988.0,20260916_235735_801527
Claude,C2,2,7ep,1.0,1.0,1.0,0.8235,1.0,1.0,0.8696,1.0,1.0,1.0,1.0,1.0,1,0.0,38083.0,52408.111,5.0,35572.0,2511.0,20260917_000358_257329
Claude,C2,2,AcmeAir,1.0,1.0,1.0,0.9231,1.0,1.0,0.9412,1.0,1.0,1.0,1.0,1.0,0,0.0,37885.0,62618.046,5.0,35007.0,2878.0,20260917_000453_527786
Claude,C2,2,Cargo-Tracker,0.6154,0.3478,0.6154,0.5,0.6154,0.3478,0.5517,0.3478,0.5714,0.6667,0.3333,0.3636,1,0.0,41672.0,64363.36,5.0,37998.0,3674.0,20260917_000558_646198
Claude,C2,2,DayTrader7,0.9231,0.8182,0.9231,0.9231,0.9231,0.8182,0.8,0.8182,0.8571,1.0,0.9,0.75,0,0.0,41508.0,62163.554,5.0,38132.0,3376.0,20260917_000704_833284
Claude,C2,2,Jokul,1.0,0.6667,0.8571,1.0,1.0,0.75,0.6667,0.6667,1.0,1.0,0.6667,0.6667,1,0.0,38718.0,50555.693,5.0,36191.0,2527.0,20260917_000900_185864
Claude,C2,2,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,33810.0,27703.404,5.0,32456.0,1354.0,20260917_000952_753255
Claude,C2,2,PetClinic,1.0,0.8571,1.0,1.0,1.0,0.8571,1.0,0.8571,1.0,1.0,0.75,1.0,1,0.0,35203.0,38561.0,5.0,33200.0,2003.0,20260917_001022_082331
Claude,C2,2,TNTConcept,0.9231,0.7692,0.9231,0.9231,0.9231,0.7692,0.7813,0.7692,1.0,0.8571,0.8333,0.7143,1,0.0,,,,,,
Claude,C2,3,7ep,1.0,1.0,1.0,0.6364,1.0,1.0,0.9091,1.0,1.0,1.0,1.0,1.0,1,0.0,38083.0,52408.111,5.0,35572.0,2511.0,20260917_000358_257329
Claude,C2,3,AcmeAir,1.0,1.0,1.0,0.8571,1.0,1.0,0.8889,1.0,1.0,1.0,1.0,1.0,0,0.0,37885.0,62618.046,5.0,35007.0,2878.0,20260917_000453_527786
Claude,C2,3,Cargo-Tracker,0.6154,0.3478,0.6154,0.4706,0.6154,0.3478,0.2963,0.3478,0.5714,0.6667,0.3333,0.3636,1,0.0,41672.0,64363.36,5.0,37998.0,3674.0,20260917_000558_646198
Claude,C2,3,DayTrader7,0.9231,0.8696,0.9231,0.8,0.9231,0.8696,0.7692,0.8696,0.8571,1.0,0.9091,0.8333,0,0.0,41508.0,62163.554,5.0,38132.0,3376.0,20260917_000704_833284
Claude,C2,3,Jokul,1.0,0.6667,0.8571,1.0,1.0,0.75,0.6667,0.6667,1.0,1.0,0.6667,0.6667,0,0.0,36768.0,49223.034,5.0,34482.0,2286.0,20260917_000808_881427
Claude,C2,3,JPetStore,1.0,0.9412,1.0,0.9231,1.0,0.9412,0.8421,0.9412,1.0,1.0,1.0,0.8889,1,0.0,38718.0,50555.693,5.0,36191.0,2527.0,20260917_000900_185864
Claude,C2,3,PetClinic,1.0,1.0,1.0,1.0,1.0,0.8571,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,33810.0,27703.404,5.0,32456.0,1354.0,20260917_000952_753255
Claude,C2,3,TNTConcept,0.9231,0.7692,0.9231,0.9231,0.9231,0.7692,0.6769,0.7692,1.0,0.8571,0.8333,0.7143,1,0.0,35203.0,38561.0,5.0,33200.0,2003.0,20260917_001022_082331
Claude,C3,1,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,6117.0,19113.221,2.0,5339.0,778.0,20260919_002149_858658
Claude,C3,1,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5756.0,13207.91,2.0,4971.0,785.0,20260919_002211_165797
Claude,C3,1,Cargo-Tracker,0.6154,0.3636,0.6154,,,0.3636,,,0.5714,0.6667,0.3636,0.3636,1,0.0,6741.0,31582.428,2.0,5625.0,1116.0,20260919_002226_721323
Claude,C3,1,DayTrader7,0.9231,0.8333,0.9231,,,0.8333,,,0.8571,1.0,0.8333,0.8333,1,0.0,6576.0,25676.926,2.0,5735.0,841.0,20260919_002300_225124
Claude,C3,1,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5451.0,14170.775,2.0,5013.0,438.0,20260919_002328_017041
Claude,C3,1,JPetStore,1.0,0.875,1.0,,,0.875,,,1.0,1.0,1.0,0.7778,1,0.0,6436.0,25137.032,2.0,5656.0,780.0,20260919_002344_285942
Claude,C3,1,PetClinic,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,4955.0,11877.515,2.0,4421.0,534.0,20260919_002411_088656
Claude,C3,1,TNTConcept,0.9231,0.7879,0.9231,,,0.7879,,,1.0,0.8571,0.8387,0.7429,1,0.0,5494.0,19340.211,2.0,4310.0,1184.0,20260919_002424_943213
Claude,C3,2,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,6063.0,20811.192,2.0,5321.0,742.0,20260919_002638_418100
Claude,C3,2,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5725.0,17080.781,2.0,4959.0,766.0,20260919_002701_845264
Claude,C3,2,Cargo-Tracker,0.6154,0.3636,0.6154,,,0.3636,,,0.5714,0.6667,0.3636,0.3636,1,0.0,6741.0,31936.106,2.0,5625.0,1116.0,20260919_002722_660161
Claude,C3,2,DayTrader7,0.9231,0.8696,0.9231,,,0.8696,,,0.8571,1.0,0.9091,0.8333,1,0.0,6603.0,26269.797,2.0,5744.0,859.0,20260919_002757_213909
Claude,C3,2,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5447.0,10953.796,2.0,5013.0,434.0,20260919_002825_729173
Claude,C3,2,JPetStore,1.0,0.9412,1.0,,,0.9412,,,1.0,1.0,1.0,0.8889,1,0.0,6474.0,24807.846,2.0,5666.0,808.0,20260919_002839_938780
Claude,C3,2,PetClinic,0.8889,0.6,0.8889,,,0.6,,,0.8,1.0,0.4286,1.0,1,0.0,5057.0,15198.11,2.0,4453.0,604.0,20260919_002908_209786
Claude,C3,2,TNTConcept,0.9231,0.7813,0.9231,,,0.7813,,,1.0,0.8571,0.8621,0.7143,1,0.0,5299.0,15702.201,2.0,4245.0,1054.0,20260919_002925_746327
Claude,C3,3,7ep,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,1,0.0,6063.0,18701.874,2.0,5321.0,742.0,20260919_003327_984877
Claude,C3,3,AcmeAir,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5725.0,16708.935,2.0,4959.0,766.0,20260919_003348_813527
Claude,C3,3,Cargo-Tracker,0.6154,0.3636,0.6154,,,0.3636,,,0.5714,0.6667,0.3636,0.3636,1,0.0,6768.0,32998.934,2.0,5634.0,1134.0,20260919_003408_891194
Claude,C3,3,DayTrader7,0.9231,0.8333,0.9231,,,0.8333,,,0.8571,1.0,0.8333,0.8333,1,0.0,6606.0,26570.395,2.0,5745.0,861.0,20260919_003444_933432
Claude,C3,3,Jokul,1.0,1.0,1.0,,,1.0,,,1.0,1.0,1.0,1.0,0,0.0,5424.0,12462.968,2.0,5004.0,420.0,20260919_003514_190777
Claude,C3,3,JPetStore,1.0,0.875,1.0,,,0.875,,,1.0,1.0,1.0,0.7778,1,0.0,6475.0,17893.702,2.0,5669.0,806.0,20260919_003529_440242
Claude,C3,3,PetClinic,0.8889,0.6,0.8889,,,0.6,,,0.8,1.0,0.4286,1.0,1,0.0,5105.0,14351.256,2.0,4471.0,634.0,20260919_003550_005918
Claude,C3,3,TNTConcept,0.9231,0.7692,0.9231,,,0.7692,,,1.0,0.8571,0.8333,0.7143,1,0.0,5560.0,20754.409,2.0,4332.0,1228.0,20260919_003606_526298
Claude,C4,1,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,25842.0,81712.332,7.0,23325.0,2517.0,20260923_201116_632460
Claude,C4,1,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,25572.0,59183.13,7.0,23143.0,2429.0,20260923_201813_230526
Claude,C4,1,Cargo-Tracker,0.6154,0.3636,0.6154,0.6154,0.6154,0.3636,0.2857,0.3636,0.5714,0.6667,0.3636,0.3636,1,0.0,23669.0,44505.467,7.0,21542.0,2127.0,20260923_201914_745361
Claude,C4,1,DayTrader7,0.9231,0.8333,0.9231,0.9231,0.9231,0.8333,0.8696,0.8333,0.8571,1.0,0.8333,0.8333,1,0.0,28809.0,79141.099,7.0,25399.0,3410.0,20260923_202001_531619
Claude,C4,1,Jokul,0.8571,0.75,0.8571,1.0,0.8571,0.75,0.6667,0.75,0.75,1.0,0.6,1.0,0,0.0,22744.0,49108.814,6.0,20242.0,2502.0,20260923_202122_587803
Claude,C4,1,JPetStore,1.0,0.9412,1.0,1.0,1.0,0.9412,0.9412,0.9412,1.0,1.0,1.0,0.8889,1,0.0,23377.0,49022.311,7.0,21537.0,1840.0,20260923_202213_811281
Claude,C4,1,PetClinic,1.0,1.0,1.0,0.8889,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1.0,1,0.0,26977.0,53042.367,7.0,24422.0,2555.0,20260923_202312_161635
Claude,C4,1,TNTConcept,0.9231,0.8,0.9231,0.9231,0.9231,0.8,0.7692,0.8,1.0,0.8571,0.8667,0.7429,1,0.0,21841.0,47802.544,7.0,19667.0,2174.0,20260923_202415_066004
Claude,C4,2,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,25855.0,67538.374,7.0,23295.0,2560.0,20260923_203006_446980
Claude,C4,2,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,23693.0,44289.59,7.0,21506.0,2187.0,20260923_203117_002705
Claude,C4,2,Cargo-Tracker,0.7692,0.5,0.6154,0.7692,0.7692,0.3636,0.5,0.5,0.7143,0.8333,0.5556,0.4545,1,0.0,28161.0,65765.335,7.0,24865.0,3296.0,20260923_203205_073469
Claude,C4,2,DayTrader7,0.9231,0.8696,0.9231,0.9231,0.9231,0.8696,0.8696,0.8696,0.8571,1.0,0.9091,0.8333,1,0.0,27242.0,60698.633,7.0,24709.0,2533.0,20260923_203312_770264
Claude,C4,2,Jokul,1.0,1.0,0.8571,1.0,1.0,0.6667,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,22803.0,35785.999,7.0,21271.0,1532.0,20260923_203416_082971
Claude,C4,2,JPetStore,1.0,0.875,1.0,0.9231,1.0,0.875,0.8421,0.875,1.0,1.0,1.0,0.7778,1,0.0,26468.0,62163.208,7.0,24165.0,2303.0,20260923_203454_734018
Claude,C4,2,PetClinic,0.8889,0.6,0.8889,1.0,0.8889,0.6,1.0,0.6,0.8,1.0,0.4286,1.0,1,0.0,21255.0,42950.413,7.0,19428.0,1827.0,20260923_203601_122573
Claude,C4,2,TNTConcept,0.9231,0.7813,0.9231,0.9231,0.9231,0.7813,0.7813,0.7813,1.0,0.8571,0.8621,0.7143,1,0.0,23683.0,54071.247,7.0,20479.0,3204.0,20260923_203646_754009
Claude,C4,3,7ep,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,25802.0,61295.189,7.0,23286.0,2516.0,20260923_204021_670087
Claude,C4,3,AcmeAir,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,23715.0,52696.576,7.0,21513.0,2202.0,20260923_204124_908113
Claude,C4,3,Cargo-Tracker,0.6154,0.381,0.6154,0.6154,0.6154,0.381,0.3636,0.381,0.5714,0.6667,0.4,0.3636,1,0.0,28956.0,83011.862,7.0,25459.0,3497.0,20260923_204220_685908
Claude,C4,3,DayTrader7,0.9231,0.6667,0.9231,0.9231,0.9231,0.6667,0.8696,0.6667,0.8571,1.0,0.7778,0.5833,1,0.0,26794.0,58607.356,7.0,24422.0,2372.0,20260923_204346_828415
Claude,C4,3,Jokul,,,,,,,,,,,,,1,1.0,0.0,3398.814,6.0,0.0,0.0,20260923_204447_683725
Claude,C4,3,JPetStore,,,,,,,,,,,,,1,1.0,0.0,3874.526,6.0,0.0,0.0,20260923_204453_840210
Claude,C4,3,PetClinic,,,,,,,,,,,,,1,1.0,0.0,4330.285,6.0,0.0,0.0,20260923_204503_342556
Claude,C4,3,TNTConcept,,,,,,,,,,,,,1,1.0,0.0,2897.233,6.0,0.0,0.0,20260923_204510_706519
